Country/Region,SKU,SKU Description,Volume Production,Date
Germany,1646301,Mentos White 50P SML BTL Tutti Frutti DE,4.37,2021-03-01 00:00:00
Germany,1646301,Mentos White 50P SML BTL Tutti Frutti DE,7.790400000000001,2022-02-01 00:00:00
Germany,1646301,Mentos White 50P SML BTL Tutti Frutti DE,13.14,2021-02-01 00:00:00
Germany,1646301,Mentos White 50P SML BTL Tutti Frutti DE,16.38,2021-08-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2021-01-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2021-07-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2021-12-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-01-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-03-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-04-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-05-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-06-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-07-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-08-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0,2022-09-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,0.82,2021-04-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,1.89,2021-05-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,2.62,2021-09-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,2.66,2021-06-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,2.94,2021-10-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,6.54,2021-02-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,7.25,2021-11-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,7.731,2022-02-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,16.03,2021-03-01 00:00:00
Germany,1646332,Mentos White 50P SML BTL Sweetmint DE,20.48,2021-08-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,-0.45,2021-12-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-05-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-06-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-07-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-08-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-09-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-10-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2021-11-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2022-02-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,0,2022-04-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,1.73376,2022-05-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,1.98912,2022-06-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,2.14704,2022-08-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,2.2344,2022-01-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,2.2612799999999997,2022-09-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,3.1113599999999995,2022-07-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,6.18,2021-02-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,6.65952,2022-03-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,9.9,2021-01-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,11.23,2021-04-01 00:00:00
Germany,1654419,Smint 2HR CB  Peppermint 150p Btl 8x4 DE,11.26,2021-03-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,0,2021-01-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,0,2021-08-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,0,2022-03-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,0.97,2021-11-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,1.855488,2022-01-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,1.890816,2022-08-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,4.31,2021-03-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,5.830656,2022-09-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,5.855232,2022-02-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,6.33,2021-02-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,6.89,2021-07-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,7.491072,2022-07-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,8.03,2021-05-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,8.050176,2022-05-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,9.25,2021-10-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,9.48,2021-06-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,10.48,2021-04-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,15.092736,2022-06-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,16.284671999999993,2022-04-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,17.52,2021-09-01 00:00:00
Germany,1661538,Mentos 32p NwSmlMchBtl VitaminCitrus DE,21.92,2021-12-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-01-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-02-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-03-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-04-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-05-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-07-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-08-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2021-10-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-01-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-02-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-03-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-05-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-06-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0,2022-07-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0.2592,2022-08-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,0.29279999999999995,2022-04-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,1.2768,2022-09-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,2.83,2021-11-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,7.03,2021-09-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,9.28,2021-12-01 00:00:00
Germany,1664316,Mentos Insta Wh 50p Sml Ice Cup Pepp DE,9.41,2021-06-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-01-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-02-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-03-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-04-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-05-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-06-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-07-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-08-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-10-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2021-11-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2022-02-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2022-04-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2022-07-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2022-08-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0,2022-09-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,0.8920799999999999,2022-01-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,1.7908799999999998,2022-06-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,1.81,2021-12-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,2.68,2021-09-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,8.05224,2022-05-01 00:00:00
Germany,1667253,MEN PF FROST SMLMCH EUCAMENTH DE Dangler,10.70328,2022-03-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2021-02-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2021-04-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2021-06-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2021-08-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2021-11-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2022-02-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2022-03-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2022-05-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0,2022-07-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,0.97,2021-01-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,1.21,2021-12-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,1.28466,2022-01-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,1.57,2021-07-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,2.15,2021-03-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,2.24,2021-09-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,2.2814999999999994,2022-08-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,2.44,2021-05-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,2.63,2021-10-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,4.12074,2022-06-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,4.352399999999999,2022-09-01 00:00:00
Greece,1521703,CHUPA CHUPS BIG BABOL MONO S.BERRY GR,4.563,2022-04-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2021-01-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2021-02-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2021-07-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2022-01-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2022-07-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,0,2022-08-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,2.291904,2022-09-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,2.570112,2022-05-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,2.7,2021-08-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,3.79,2021-04-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,3.828672,2022-02-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,3.83,2021-05-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,4.04,2021-03-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,4.35,2021-11-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,4.92,2021-12-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,5.55,2021-10-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,5.921856000000001,2022-04-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,6.213312,2022-03-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,7.79,2021-06-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,10.21,2021-09-01 00:00:00
Greece,1533501,CHUPA CHUPS BGBBL TUTTI FRUITI 6P NEW GR,11.327039999999998,2022-06-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2021-04-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2021-05-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2021-07-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2021-09-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2021-10-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2022-01-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2022-04-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2022-06-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0,2022-07-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0.222486912,2022-02-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,0.59,2021-01-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.2575347200000002,2022-09-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.49,2021-02-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.51,2021-03-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.6,2021-08-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.67,2021-12-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,1.92,2021-06-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,2.68435296,2022-03-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,2.955206592,2022-05-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,4.662551808,2022-08-01 00:00:00
Greece,1578403,MENTOS STORMING STRAWBERRY new GR,5.31,2021-11-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,0,2021-07-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,0,2022-05-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,0,2022-07-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,1.43,2021-04-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,1.97,2021-05-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,2.46670272,2022-04-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,2.9,2021-08-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,3.87,2021-03-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,3.956397696,2022-03-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.111171199999999,2022-01-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.48,2021-10-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.73,2021-11-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.88,2021-02-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.880202048,2022-02-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.9,2021-01-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.90922208,2022-09-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,4.95,2021-12-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,5.43,2021-09-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,6.72297408,2022-06-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,8.68,2021-06-01 00:00:00
Greece,1578415,MENTOS STORMING SPEARMINT new GR,12.362533632000002,2022-08-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2021-04-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2021-05-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2021-07-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2022-01-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2022-06-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0,2022-07-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,0.66,2021-10-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.21,2021-08-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.214004672,2022-04-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.34,2021-09-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.359104832,2022-03-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.51,2021-11-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,1.65,2021-01-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,2.10395232,2022-05-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,2.91,2021-03-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,2.99,2021-02-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,4.251434688,2022-08-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,4.309474752,2022-09-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,4.56,2021-12-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,4.604511744000001,2022-02-01 00:00:00
Greece,1578416,MENTOS STORMING PEPPERMINT new GR,4.68,2021-06-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2021-03-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2021-07-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2021-09-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2022-01-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2022-04-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2022-06-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,0,2022-07-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,1.3155747839999998,2022-08-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,1.32,2021-11-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,1.94,2021-08-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,2.074932288,2022-03-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,2.15,2021-05-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,2.32,2021-01-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,3.0616133760000004,2022-02-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,3.55,2021-06-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,3.9,2021-04-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,4.02,2021-10-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,4.65,2021-02-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,4.7109185280000005,2022-05-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,5.15,2021-12-01 00:00:00
Greece,1578418,MENTOS STORMING BUBBLE MINT GR,9.054249984,2022-09-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-01-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-02-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-06-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-07-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-08-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2021-11-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2022-03-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2022-05-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2022-07-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,0,2022-09-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.296,2022-06-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.32,2021-03-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.34,2021-12-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.431,2022-02-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.71,2021-05-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.83,2021-09-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,1.8576000000000001,2022-01-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,2.1006000000000005,2022-08-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,2.18,2021-10-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,2.37,2021-04-01 00:00:00
Greece,1591712,MENTOS P WH BIGBTL CHRYMNT Metlz VPCK GR,4.0392,2022-04-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2021-01-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2021-04-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2021-07-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2022-01-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2022-04-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0,2022-07-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0.72,2021-08-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,0.95,2021-02-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,2.26,2021-06-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,2.58,2021-11-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,2.78,2021-12-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,3.34,2021-03-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,3.5046000000000004,2022-03-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,3.8934,2022-06-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,3.9852000000000003,2022-09-01 00:00:00
Greece,1591715,MENTOS P WH BIGBTL SPRMINT Metlz VPCK GR,4.968,2022-08-01 00:00:00
